BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
TELHARA,Pulses,2025-01-31T18:29:26.54,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),AKOLA,3525293,"हवामान विभागाच्या अंदाजानुसार तेल्हारा तालुक्यात,या आठवड्यामध्ये वातावरण अंशतः ढगाळ राहील,पावसाची शक्यता  नाही.आजचे तापमान  कमाल -30 अंश सेल्सियस आणि किमान -16 अंश सेल्सियस ,वाऱ्याचा वेग -ताशी 10 किलोमीटर आहे.हवामान अंदाजानुसार पेरणी, खत व्यवस्थापन, पीक संरक्षण, सिंचन आदी बाबींचे नियोजन करावे धन्यवाद
",Farmer asked query on Weather,Post Harvest Preservation,NA,AGRICULTURE,MAHARASHTRA,31,1,2025
KHAMGAON,Pulses,2025-01-01T10:34:56.997,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3376340,"महोदय हरभरा पिकावरील मर रोग नियंत्रणासाठी पुढील फवारणी घ्यावी, मॅन्कोझेब63%+कार्बेंडाझिम12%डब्ल्यूपी)-३०ग्रॅम /१५ लिटर पाण्यामध्ये घेऊन फवारणी करावी( साफ)",Farmer asked about wilt disease in gram ?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,1,1,2025
LONAR,Others,2025-01-01T10:57:36.637,Others,BULDANA,3376379,"--शेतकरी साहेब, पीएम किसान योजनेशी संबंधित कोणत्याही तक्रारी किंवा समस्यांसाठी तहसीकार्यालयामध्ये नोडल अधिकारी (कृषी अधिकारी) यांच्याशी संपर्क साधावा किंवा पीएम-किसान हेल्पलाइन क्रमांक : 155261 / 011-24300606 या नंबर वरती संपर्क करावा. धन्यवाद..!",FARMER ASKED ABOUT STATUS OF INSTALLMENT & HELPLINE NUMBER OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?  ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,1,1,2025
BULDANA,Cereals,2025-01-01T19:47:29.3,Wheat,BULDANA,3376403,वाळवीचा बंदोबस्त करण्यासाठी बांधावर असलेली वारूळे खणुन काढावित व त्यातील राणीचा नाश करावा. वारुळ नष्ट केल्या नंतर जमीन सपाट करावी व मध्यभागी सुमारे ३० से.मि. खोलवर एक छिद्र करावे आणि त्यात क्लोरपायरीफॉस २० टक्के प्रवाही हे किटकनाशक १५ मि.लि. १० लिटर पाण्यात मिसळुन हे औषधाचे मिश्रण ५० लिटर एका वारुळासाठी या प्रमाणात वारुळात टाकावे तसेच फोरेट १० टक्के दाणेदार किंवा कार्बोफ्युरॉन ३ % दाणेदार हेक्टरी २५ किलो जमिनीत टाकावे. आणि जमिनीमध्ये निंबोळी पेंड २०० किलो प्रति हेक्टरी टाकावी.,FARMER ASKED ABOUT WHEAT TERMITE CONTROL ?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,1,1,2025
BULDANA,Fruits,2025-01-02T13:49:29.947,Mango,BULDANA,3380638,"नमस्कार आपण कलम करण्यासाठी केशर, हापूस, वनराज, तोतापुरी, नीलम, पायरी, रत्ना, सिंधू, लंगडा ,यांची निवड करू शकता धन्यवाद",Farmers asked about which varieties to choose for grafting?,Vegetative Propagation and Tissue Culture,NA,HORTICULTURE,MAHARASHTRA,2,1,2025
NANDURA,Others,2025-01-02T15:54:40.55,Others,BULDANA,3380743,"शेतकरी साहेब, पी.एम.किसान योजनेच्या पोर्टलमध्ये तांत्रिक अडचण service is  असल्यामुळे आपले स्टेटस चेक करता येत नाही. कृपया थोड्या वेळाने परत संपर्क साधावा. किंवा पीएम-किसान हेल्पलाइन क्रमांक : 155261 / 011-24300606 या नंबर वरती संपर्क करावा. धन्यवाद..!
","FARMER ASKED ABOUT STATUS OF IN PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,2,1,2025
KHAMGAON,Vegetables,2025-01-02T16:04:28.49,Onion,BULDANA,3380727,"शेतकरी साहेब, पिकातील बुरशीजन्य रोगाच्या नियंत्रणासाठी-
 बाविस्टिन (कार्बेन्डाजिम 50% WP)  हे बुरशीनाशक ३० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!   ","FARMER  ASKED ABOUT SPRAY FOR CONTROL OF FUNGAL ATTACK ON  ONION CROP ?
",	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,2,1,2025
NANDURA,Millets,2025-01-04T14:51:28.553,Maize (Makka),BULDANA,3390106,"शेतकरी साहेब, मका पिकामध्ये खत व्यवस्थापन- २० २० ० १३ हे १-२ बॅग + युरिया १ बॅग + म्युरेट ऑफ पोटॅश १ बॅग + झिंक सल्फेट १० किलो +मिक्स मायकोनूट्रीएंट खत (सुक्ष्मअन्नद्रव्य) ५-१० किलो. या खतांचे मिश्रण करून प्रति एकरी द्यावे. धन्यवाद..!",FARMER ASKED ABOUT USE OF FERTILIZER APPLICATION IN 60 DAYS MAIZE CROP ?,Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,4,1,2025
JALGAONJAMOD,Condiments and Spices,2025-01-04T16:18:44.397,Garlic,BULDANA,3390076,शेतकरी साहेब आपण या लसूणच्या वाढीसाठी १० किलो युरिया ३ किलो सुपर फॉस्फेट आणि २० किलो म्युरेट ऑफ पोटॅश द्यावे. यामुळे पिकाची वाढ अतिशय जोमदार होते धन्यवा.!,FARMER ASKED ABOUT GARLIC CROP NUTRIENT MNAGEMENT?,Nutrient Management,NA,HORTICULTURE,MAHARASHTRA,4,1,2025
MALKAPUR,Pulses,2025-01-06T14:40:06.093,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3399383,"औरंगाबाद जिल्ह्यतील खुलताबाद तालुका माहूर तालुका  हवामान अंदाज - येत्या आठवड्यात वातावरण स्वच्छ राहील, पावसाची शक्यता नाही, तापमान - किमान - ३० ℃ आणि कमाल- १६ ℃ , वाऱ्याचा वेग ताशी - ७ किलोमीटर/ ताशी, हवामान अंदाजानुसार पिकांना पाणी देणे, पेरणी, आदी बाबींचे नियोजन करावे. ",FARMER ASKED ABOUT YELLOWING OF BENGAL GRAM?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,6,1,2025
MALKAPUR,Pulses,2025-01-06T14:43:54.147,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3399384,हरभरा पीक पिवळे पडले असेल तर - १९:१९:१९ - ६० ग्राम + मिक्रोला - ३० मिली + साफ - ३० ग्राम / १५ लिटर पाण्यात घेऊन फवारणी करा.,FARMER ASKED ABOUT YELLOWING OF BENGAL GRAM?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,6,1,2025
MALKAPUR,Vegetables,2025-01-08T12:39:44.97,Brinjal,BULDANA,3407732,अ‍ॅम्प्लिगो (क्लोरॅन्ट्रानिलिप्रोल (10%)+ लॅम्बडासीहॅलोथ्रिन (5%) ZC) हे कीटकनाशक 5 मिली प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी.धन्यवाद..!  ,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY (SUCKING PEST) & CATERPILLAR ATTACK ON CROP ?",	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,8,1,2025
MALKAPUR,Pulses,2025-01-08T15:04:36.383,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3407728,थियोफिनेट मिथाईल ७० % WDG) हे बुरशीनाशक १५ ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!    ,FARMER ASKED ABOUT HOW TO CONTROL WILT ATTACK IN BENGAL GRAM CROP ?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,8,1,2025
KHAMGAON,Oilseeds,2025-01-09T09:25:27.8,Sesame (Gingelly/Til)/Sesamum,BULDANA,3411738,"नमस्कार उन्हाळी तीळ पिक सुधारित वाण. उन्हाळी एकेटी १०१, तापी धन्यवाद !
",FARMER ASKED ABOUT VARITIES OF SESAMUM (TIL) CROP?,Varieties,NA,AGRICULTURE,MAHARASHTRA,9,1,2025
SHEGAON,Cereals,2025-01-09T10:39:39.73,Wheat,BULDANA,3411829,"शेतकरी साहेब, 
गहू लागवडीनंतर ३० दिवसांनी- शेतकरी साहेब, गहू लागवडीनंतर ३० दिवसांनी- युरिया हे खत पिकाच्या वाढीनुसार ३० ते ४० किलो + झिंक सल्फेट ५ किलो प्रति १ एकरसाठी समान प्रमाणात फेकावे. धन्यवाद..! ( युरिया हा २ वेळेस द्यायचा असेल तर, २० दिवसांनी २० किलो व ४५ दिवसांनी २० किलो प्रति एकरी फेकावे.)
धन्यवाद..!  
","FARMER ASKED ABOUT USE OF BESAL FERTILIZER APPLICATION FOR IRRIGATED WHEAT CROP ?
",Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,9,1,2025
MEHKAR,Vegetables,2025-01-09T14:09:02.957,Cabbage,BULDANA,3411758,"शेतकरी साहेब, कोबी पिकाच्या लवकर येणारे वाण- क्रांती, श्री गणेश गोल्ड, हरिराणी गोल, गोल्डन एकर, कावेरी, प्राईड ऑफ इंडिया ; तर उशिरा येणाऱ्या वाणांसाठी- पुसा ड्रम हेड, लेट लार्ज ड्रमहेड, सप्टेंबर या वाणांची निवड लागवडीसाठी करावी. धन्यवाद..!
",FARMER ASKED ABOUT WHICH VARIETIES ARE SUITABLE FOR EARLY MATURE & LATE MATURE OF CABBAGE CROP PRODUCTION ?,Seeds and Planting Material,NA,HORTICULTURE,MAHARASHTRA,9,1,2025
KHAMGAON,Cereals,2025-01-10T12:43:02.5,Wheat,BULDANA,3416959,"शेतकरी साहेब, गहू लागवडीनंतर ३० दिवसांनी- शेतकरी साहेब, गहू लागवडीनंतर ३० दिवसांनी- युरिया हे खत पिकाच्या वाढीनुसार ३० ते ४० किलो + झिंक सल्फेट ५ किलो प्रति १ एकरसाठी समान प्रमाणात फेकावे. धन्यवाद..! ",FARMER ASKED ABOUT USE OF BESAL FERTILIZER APPLICATION FOR  WHEAT CROP ?,Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,10,1,2025
MALKAPUR,Millets,2025-01-10T15:33:40.267,Maize (Makka),BULDANA,3418299,"नमस्कार शेतकरी साहेब ,मका पिकासाठी नॅनो  डीपी व नॅनो युरिया हे विद्राव्य खत अर्धा लिटर प्रति 200 लिटर पाण्यामध्ये घेऊन वेगवेगळी फवारणी करावी 
धन्यवाद. . !","FARMER ASKED ABOUT HOW TO MAIZE FERTILIZER MANAGEMENT ?
",Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,10,1,2025
DEULGAON RAJA,Others,2025-01-10T18:38:54.85,Others,BULDANA,3419593,"उन्हाळ्यामध्ये घेतली जाणारी भाजीपाला पिके भेंडी, गवार उन्हाळ्यामध्ये घेतल्या जाणाऱ्या भेंडी व गवार या भाज्यांना मागणीसुद्धा भरपूर असते. · वेलवर्गीय भाजीपाला पिके वेलवर्गीय भाज्यांमध्ये प्रामुख्याने काकडी, कारली, दुधी भोपळा, दोडका व घोसाळी या प्रमुख भाज्यांचा समावेश आहे .धन्यवाद..!",FARMER ASKED ABOUT WHICH CROP GROW IN SIMMER SEASON?,Sowing Time and Weather,NA,AGRICULTURE,MAHARASHTRA,10,1,2025
CHIKHLI,Pulses,2025-01-11T08:50:40.643,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3420942,तुर पिकामध्ये कीटकनाशकाच्या झालेल्या विपरीत परिणामासाठी आपल्याला चार-पाच दिवसांची प्रतीक्षा करावी लागेल त्यानंतर निरीक्षण करून फोन करून अधिकची माहिती घ्यावी धन्यवाद,"FARMER ASKED QUERY ABOUT CONTROL OF ADVERSE EFFECT OF INSECTICIDE ON GRAM ?
",	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
CHIKHLI,Others,2025-01-11T09:39:04.23,Others,BULDANA,3420956," विहिरींचे पुनर्भरण 
योजना : नानाजी देशमुख कृषि संजीवनी प्रकल्प ( कृषी विभाग महाराष्ट्र शासन )
              हेल्पलाईन नंबर : ०२२-२२१५३३५१
आवश्यक कागदपत्रे
⦁	अर्जदाराचा ७/१२ व ८ अ उतारा
⦁	अर्जदार अनुसूचित जाती किंवा जमाती प्रवर्गातील असल्यास त्याबाबतचा पुरावा
⦁	अर्जदार दिव्यांग असल्यास त्याचे प्रमाणपत्र
",FARMER ASKED ABOUT INFORMATION OF WELL SCHEME ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
CHIKHLI,Pulses,2025-01-11T10:55:18.447,Pigeon pea (red gram/arhar/tur),BULDANA,3421457,"नमस्कार सर, बुलडाणा जिल्हा चिखली  तालुक्यात दरम्यानचे हवामान अंदाज- ढगाळमय वातावरणासह सूर्यप्रकाश असेल, पाऊस नसेल. किमान तापमान १६° से. आणि कमाल तापमान ३१° से. पर्यंत असेल. वाऱ्याचा वेग ताशी ८ ते १० कि.मी. व आद्रता २६ ते ४४ % दरम्यान राहण्याची शक्यता आहे. यंदाजानुसार तुर पिक वाळवण्याचे नियोजन करू शकता धन्यवाद",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
LONAR,Others,2025-01-11T13:09:52.493,Others,BULDANA,3422796,"महाडीबीटी पोर्टल संपर्क क्रमांक-- 022-49150800  धन्यवाद शुभ दिवस  
","FARMER ASKED QUERY ABOUT HELPLINE NUMBRE OF MAHADBT PORTAL ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
KHAMGAON,Others,2025-01-11T13:28:33.753,Others,BULDANA,3422744,"हवामान विभागाच्या अंदाजानुसारबुलढाणा जिल्हा खामगाव तालुका आपल्या तालुक्यात ,या आठवड्यामध्ये वातावरण अंशतः ढगाळ राहील.आज पावसाची शक्यता  आहे ..आजचे तापमान -कमाल - 28 अंश सेल्सियस आणि किमान -22  अंश सेल्सियस  ,वाऱ्याचा वेग -तासी  18  किलोमीटर आहे.हवामान अंदाजानुसार पेरणी, खत व्यवस्थापन, पीक संरक्षण, सिंचन आदी बाबींचे नियोजन करावे .",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
LONAR,Pulses,2025-01-11T13:35:00.477,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3423483,"शेतकरी साहेब,
    बुलढाणा जिल्हा लोणार तालुक्यातील  दि.१२ ते १६ जानेवारी दरम्यानचे वातावरण  ढगाळ असेल, पावसाची कोणतीही शक्यता. नाही,कमाल  तापमान ३१ ° से. आणि किमान तापमान १४ ° से. पर्यंत असेल. वाऱ्याचा वेग ताशी ०८  कि.मी. शक्यता आहे.यानुसार तूर पिकाचे काढणीचे नियोजन करावे. 
धन्यवाद.",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
KHAMGAON,Others,2025-01-11T13:40:00.667,Others,BULDANA,3423453,"महोदय,हवामान विभागाच्या अंदाजानुसार बुलढाणा जिल्हा खामगाव तालुक्यात  पुढील पाच दिवस 11 जानेवारी ते 15 जानेवारी 2025 वातावरण  ढगाळ राहील , पावसाची शक्यता नाही.  तापमान कमाल 32 अंश सेल्सिअस आणि किमान   16 अंश सेल्सिअस आणि वाऱ्याचा वेग ताशी 07 किलोमीटर आहे . 
",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
NANDURA,Others,2025-01-11T14:08:50.89,Others,BULDANA,3423409,"हवामान विभागाच्या अंदाजानुसार बुलढाणा जिल्ह्यातील  नांदुरा तालुक्यात, या आठवड्यामध्ये वातावरण अंशतः ढगाळ राहील, पावसाची शक्यता नाही. पुढील पाच दिवसाचे सरासरी तापमान  कमाल -३० अंश सेल्सियस आणि किमान -१६ अंश सेल्सियस , वाऱ्याचा वेग -ताशी ६ किलोमीटर आहे. हवामान अंदाजानुसार पेरणी, खत व्यवस्थापन, पीक संरक्षण, सिंचन आदी बाबींचे नियोजन करावे. धन्यवाद !",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
MOTALA,Millets,2025-01-11T14:26:28.143,Maize (Makka),BULDANA,3423413,"हवामान विभागाच्या अंदाजानुसार  बुलढाणा  जिल्ह्यात मोताळा तालुक्यामध्ये या आठवड्यामध्ये वातावरण ढगाळ राहील, पावसाची शक्यता नाहीये आजचे तापमान  कमाल -30 अंश सेल्सियस आणि किमान -16 अंश सेल्सियस ,वाऱ्याचा वेग -ताशी 7 किलोमीटर आहे.हा हवामान अंदाज घेऊन आपण मका पिकामध्ये योग्य त्यावेळी तण नियंत्रण सिंचन/खत,काढणी व्यवस्थापन  व कीटकनाशकाची  फवारणी करू शकता धन्यवाद.",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
CHIKHLI,Vegetables,2025-01-11T14:27:38.6,Pumpkin,BULDANA,3423422,"भोपळा पिकावरील मावा नियंत्रणासाठी फवारणी- दमण चे बायो 303 -22 मिली /१५ लिटर पाण्यातून फवारावे 
",Farmer asked about the attack of aphid?,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,11,1,2025
SINDKHEDRAJA,Pulses,2025-01-11T14:43:54.02,Pigeon pea (red gram/arhar/tur),BULDANA,3424165,"हवामान विभागाच्या अंदाजानुसार आपला जिल्हा बुलढाणा तालुका सिंदखेडराजा पुढील 5 दिवसांत वातावरण ढगाळ राहील .पावसाची शक्यता नाही .आजचे तापमान - कमाल - 32  अंश सेल्सियस आणि किमान 14 अंश सेल्सियस  ,वाऱ्याचा वेग - तासी 9   किलोमीटर आहे. आद्रता - 45  % .हवामान विभागाच्या अंदाजानुसार तुर पिकाचे व्यवस्थापन करू शकता धन्यवाद 
",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
JALGAONJAMOD,Others,2025-01-11T15:21:43.047,Others,BULDANA,3424100,"महोदय, हवामान विभागाच्या अंदाजानुसार आपला बुलढाणा जिल्हा आणि जळगाव जामोद तालुक्यामध्ये येत्या आठवड्यात वातावरण अंशतःसूर्यप्रकाशितराहील. पावसाची शक्यता नाही..आजचे तापमान जास्तीत जास्त ३० अंश सेल्सिअस, कमीत कमी २० अंश सेल्सिअस, वाऱ्याचा वेग ७ किलोमीटर प्रति ताशी दर्शविलेला आहे.. हवामान विभागाच्या अंदाजानुसार शेतातील शेती कामे करावी.. धन्यवाद..!  ",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
JALGAONJAMOD,Cereals,2025-01-11T16:41:43.943,Wheat,BULDANA,3424766,गहू - तण नाशक -अलग्रिप- मेटसल्फ्युरॉन मिथाईल २० % WG - लागवडी नंतर २५ ते ३५ दिवसांत ८ ग्रॅम / एकर फवारावे  डुपॉन्ट  इंडिया ,farmer asked about weed management in wheat crop?,Weed Management,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
SHEGAON,Others,2025-01-11T20:27:56.383,Others,BULDANA,3426528,"नमस्कार साहेब, आपण १८००१८०१५५१  या टोल फ्री नंबर वरती संपर्क साधून शेती विषयक आपणास हवी ती माहिती प्राप्त करू शकता. तसेच आपल्या भागातील तालुक्याचा ,जिल्ह्याचा हवामान अंदाज घेऊ शकता. तसेच शेतीशी संबंधित योजनांबाबत माहिती घेऊ शकता .धन्यवाद........",farmer asked about kisan call center information?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,11,1,2025
NANDURA,Others,2025-01-12T09:55:31.813,Others,BULDANA,3427354,"शेतकरी साहेब,बुलढाणा जिल्हा नांदुरा तालुक्याचे हवामान खात्याचा अंदाज उपलब्ध आहे त्यानुसार  वातावरण ढगाळ राहील , पाऊस शक्यता तुरळक दाखवत आहे  .जास्तीत जास्त तापमान हे ३२ डिग्री सेल्सियस आणि कमीत कमी १९ डिग्री सेल्सिअस असेल व वाऱ्याचा वेग हा ८ किलोमीटर प्रतितास असा राहील. यानुसार आपण  नियोजन करू शकता. धन्यवाद.",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
LONAR,Pulses,2025-01-12T10:02:49.803,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3427473,"शेतकरी साहेब, आपल्या बुलढाणा जिल्ह्यात लोणार तालुक्यात हलक्या ते मध्यम स्वरूपात पावसाची शक्यता दाखवत आहे.वातावरण हलक्या ते मध्यम स्वरूपात ढगाळ राहील. आजचे जास्तीत जास्त तापमान ३०°सेल्सिअस, कमीत कमी तापमान २१° से. वाऱ्याचा वेग ७ किलोमीटर प्रति तास राहील. वरील हवामानाचा अंदाज घेऊन आपण आपल्या हरभरा पिकाला फवारणीचे नियोजन करू शकता. धन्यवाद..!",Farmer asked query on Weather,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
KHAMGAON,Pulses,2025-01-12T12:57:36.447,Pigeon pea (red gram/arhar/tur),BULDANA,3429583,"शेतकरी साहेब,
    बुलढाणा जिल्हा खामगाव तालुक्यातील  दि.१३ ते १८ जानेवारी दरम्यानचे वातावरण  ढगाळ असेल, पावसाची आज  शक्यता आहे,कमाल  तापमान ३१ ° से. आणि किमान तापमान १६ ° से. पर्यंत असेल. वाऱ्याचा वेग ताशी ०८  कि.मी. शक्यता आहे.यानुसार तूर पिकाचे काढणीचे नियोजन करावे. 
धन्यवाद.",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
BULDANA,Cereals,2025-01-12T13:50:58.107,Wheat,BULDANA,3429483,"महोदय हवामान विभागाच्या अंदाजानुसार आपला बुलढाणा जिल्हा , बुलढाणा तालुक्यामध्ये १२ जानेवारी ते १६  जानेवारी पर्यंत वातावरण ढगाळ स्वरूपाच आहे आणि पावसाची शक्यता आहे . आज किमान तापमान १८ अंश सेल्सिअस , कमाल तापमान  २८ अंश सेल्सिअस तर वाऱ्याचा वेग तासाला १०  ते १२  किलोमीटर राहू शकतो .  हवामान विभागाच्या अंदाजानुसार आपण गहू पिकामध्ये खत व्यवस्थापन पाणी व्यवस्थापन कीटकनाशक फवारणी , पीक काढणी आदींचे व्यवस्थापन करू शकता धन्यवाद... ",Farmer asked query on Weather,	Water Management	,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
SINDKHEDRAJA,Pulses,2025-01-12T15:30:00.763,Pigeon pea (red gram/arhar/tur),BULDANA,3429529,"बुलढाणा जिल्हा सिंदखेड राजा तालुका हवामान अंदाज -येत्या आठवड्यात ढगाळ वातावरण राहील, हलक्या  पावसाची शक्यता आहे, तापमान(अंश सेल्सियस ) - जास्तीत जास्त - 30, आणि कमीत कमी - 16, वाऱ्याचा वेग(किमी/तास) - 15, हवामानाच्या अंदाजानुसार आपल्या तुर पिकाच्या काढणीचे नियोजन करावे, धन्यवाद",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,12,1,2025
SHEGAON,Vegetables,2025-01-12T16:04:33.6,Brinjal,BULDANA,3429682,महोदय वांग्यावरील रस शोषक कीड पांढरी माशी मावा तुडतुडे इत्यादी नियंत्रणा करिता पुढील फवारणी करावी त्याबरोबर रोग नियंत्रणाकरिता व सूक्ष्म अन्नद्रव्याची कमतरता भरून काढण्याकरिता पुढील फवारणीउल्लाला (फ्लॉनिकॅमिड ५०%WG ) हे कीटकनाशक ८ ग्रॅम +साफ (कार्बेन्डाझिम १२% + मॅन्कोझेब ६३%) हे बुरशीनाशक ३० ग्रॅम +सूक्ष्म अन्नद्रव्य करिता मायक्रोला 30 मिलीप्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!,farmer asked about yellowing leaves and curling leaves in brijal ,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,12,1,2025
MALKAPUR,Cereals,2025-01-13T08:48:42.483,Wheat,BULDANA,3434063,गहू पिकांमधील करपा रोग नियंत्रण यासाठी - एम ४५ - २५ ग्राम + ह्यूमिक ऍसिड ३० मिली / १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी . ,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK IN WHEAT CROP ? ,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
CHIKHLI,Others,2025-01-13T10:50:37.523,Others,BULDANA,3433935,प्रिय किसान भाइयों पीएम किसान योजना की अगली 19वीं किस्त जनवरी से फरवरी के बीच आ सकती है। केंद्र सरकार ने अभी तक कोई विशिष्ट तारीख की घोषणा नहीं की है। धन्यवाद..!," FARMER ASKED ABOUT UPCOMING 19th INSTALLMENT DATE OF PM KISAN YOJANA ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
CHIKHLI,Pulses,2025-01-13T11:02:09.573,Pigeon pea (red gram/arhar/tur),BULDANA,3433888,महोदय हवामान विभागाच्या अंदाजानुसार तुमच्या बुलढाणा जिल्ह्यातीलचिखली  तालुक्यामध्ये पुढील पाच दिवसा दरम्यान वातावरण ढगाळ राहील.  हलक्या पावसाची शक्यता आहे कमाल  तापमान ३०  अंश सेल्सिअस व किमान तापमान २१   अंश सेल्सिअस राहण्याची शक्यता आहे आणि वाऱ्याचा वेग ताशी १० किलोमीटर राहण्याची शक्यता आहे. हवामान अंदाजानुसार आपण आपल्या तूर पिकामध्ये काढणी नियोजन  करू शकता. धन्यवाद...!,Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
MEHKAR,Vegetables,2025-01-13T12:00:57.057,Cabbage,BULDANA,3434047,फुलकोबी लागवड -उन्हाळी हंगामासाठी किमया (सिजेंटा )या वाणाची लागवड करावी धन्यवाद ,asked about variety of Cabbage?,Seeds and Planting Material,NA,HORTICULTURE,MAHARASHTRA,13,1,2025
KHAMGAON,Vegetables,2025-01-13T12:18:30.987,Onion,BULDANA,3436389,कांदा पिकाची लागवड उन्हाळी हंगामात जानेवारी ते जून महिन्यात करतात,FARMER ASKED ABOUT SOWING OF ONION CROP ?,Cultural Practices,NA,HORTICULTURE,MAHARASHTRA,13,1,2025
DEULGAON RAJA,Fiber Crops,2025-01-13T12:40:07.933,Cotton (Kapas),BULDANA,3436591,"
१३/०१/२०२५ कापूस पिकाचे बाजारभाव :- मारेगाव मार्केट = कमीत कमी - ६९२५ रु/क्विंटल , जास्तीत जास्त - ७१२५ रु/क्विंटल , सरासरी - ७०२५ रु/क्विंटल.धन्यवाद ",FARMER ASKED ABOUT MARKET RATE OF COTTON CROP ?,Market Information,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
CHIKHLI,Pulses,2025-01-13T15:46:19.967,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),BULDANA,3436735,"महोदय, हवामान विभागाच्या अंदाजानुसार  बुलढाणा  जिल्ह्यातील चिखली   तालुक्यात पुढील 5 दिवस वातावरण अंशतः ढगाळ स्वरूपाचे  राहील, पावसाची शक्‍यता नाही . आजचे तापमान जास्तीत जास्त  २७ अंश सेल्सिअस ,कमीत कमी १८   अंश सेल्सिअस , वाऱ्याचा वेग २   किलोमीटर / तास, हवामान विभागाच्या अंदाजानुसार हरभरा पाणी व्यवस्थापन, खत व्यवस्थापन, इतर शेती व्यवस्थापन  आदी नियोजन करावे धन्यवाद...!",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
